"","Season","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG.x","BB%","K%","BB/K","AVG.y","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","Pace","date_acquired","player_id","W","L","ERA","GS","CG","ShO","SV","HLD","BS","IP","TBF","ER","WP","BK","K/9","BB/9","K/BB","HR/9","K-BB%","AVG","WHIP","LOB%","ERA-","FIP-","FIP","G.x","PA.x","HR.x","R.x","RBI.x","SB.x","BsR","Off","Def","WAR","G.y","PA.y","HR.y","R.y","RBI.y","SB.y","F-Strike%","SwStr%","W.x","L.x","SV.x","GS.x","IP.x","GB%","HR/FB","ERA.x","xFIP","W.y","L.y","ERA.y","GS.y","SV.y","IP.y"
"41","2021","Depth Charts (R)",31,116,131,29,18,7,1,4,15,17,13,0,26,1,1,0,NA,0,0,0.253,"9.6%","20.1%",0.48,0.253,0.327,0.425,0.753,0.172,3.3,0.292,-0.4,NA,-0.1,17,1.9,0.327,106,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,4962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021","THE BAT (R)",31,115,130,29,18,7,0,4,16,16,12,0,27,1,1,0,2,1,0,0.255,"9.1%","20.8%",0.44,0.255,0.327,0.433,0.76,0.178,3.3,0.296,NA,NA,-0.1,17,2.1,0.329,108,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,4962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021","THE BAT X (RoS)",31,115,130,29,18,7,0,4,15,16,12,0,27,1,1,0,2,0,0,0.248,"9.2%","20.6%",0.44,0.248,0.321,0.416,0.737,0.168,3.1,0.288,NA,NA,-0.1,16,1.2,0.321,102,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,4962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Total","- - -",1749,6439,7187,1725,1116,389,28,192,870,846,572,26,1276,66,59,51,169,91,32,0.268,"8.0%","17.8%",0.45,0.268,0.331,0.426,0.758,0.159,4.2,0.305,-11.5,-3.6,0.2,901,64.7,0.329,106,"28.6%","66.4%","47.8%","67.3%","88.1%","82.0%","50.9%",22.4,2021-06-07,4962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Postseason","- - -",29,98,108,21,17,2,0,2,8,13,4,0,28,0,2,4,3,0,0,0.214,"3.7%","25.9%",0.14,0.214,0.24,0.296,0.536,0.082,1.1,0.271,NA,NA,-0.1,5,-8,0.235,39,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,4962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2007","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5%","17.1%",0.5,0.268,0.336,0.423,0.758,0.155,5.2,0.303,NA,NA,NA,NA,NA,0.331,NA,"27.6%","61.9%","45.5%","66.3%","86.7%","80.8%","52.2%",21.6,2021-06-07,4962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2008","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.7%","17.5%",0.5,0.264,0.333,0.416,0.749,0.152,5.1,0.3,NA,NA,NA,NA,NA,0.328,NA,"27.1%","62.3%","45.3%","66.3%","87.2%","81.2%","51.8%",21.6,2021-06-07,4962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2009","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.9%","18.0%",0.49,0.262,0.333,0.418,0.751,0.155,5,0.299,NA,NA,NA,NA,NA,0.329,NA,"26.8%","61.9%","44.8%","66.1%","87.1%","81.0%","51.3%",21.4,2021-06-07,4962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2010","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5%","18.5%",0.46,0.257,0.325,0.403,0.728,0.145,5,0.297,NA,NA,NA,NA,NA,0.321,NA,"27.5%","61.9%","44.9%","64.9%","87.4%","80.6%","50.7%",21.5,2021-06-07,4962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2011","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.1%","18.6%",0.44,0.255,0.321,0.399,0.72,0.144,5.1,0.295,NA,NA,NA,NA,NA,0.316,NA,"28.0%","62.2%","45.6%","64.8%","87.4%","80.6%","51.2%",21.6,2021-06-07,4962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2012","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.0%","19.8%",0.4,0.255,0.319,0.405,0.724,0.151,5.2,0.297,NA,NA,NA,NA,NA,0.315,NA,"27.7%","62.2%","45.6%","62.6%","86.6%","79.6%","51.7%",22.1,2021-06-07,4962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2013","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.9%","19.9%",0.4,0.253,0.318,0.396,0.714,0.143,4.9,0.297,NA,NA,NA,NA,NA,0.314,NA,"26.9%","63.2%","45.9%","61.3%","86.4%","79.4%","52.3%",22.6,2021-06-07,4962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2014","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.6%","20.4%",0.37,0.251,0.314,0.386,0.7,0.135,5,0.299,NA,NA,NA,NA,NA,0.31,NA,"28.0%","63.2%","46.2%","61.0%","86.9%","79.3%","51.6%",23,2021-06-07,4962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2015","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.7%","20.4%",0.38,0.254,0.317,0.405,0.721,0.15,4.8,0.299,NA,NA,NA,NA,NA,0.313,NA,"28.6%","64.3%","46.9%","60.6%","86.5%","78.8%","51.3%",22.1,2021-06-07,4962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2016","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.2%","21.1%",0.39,0.255,0.322,0.417,0.739,0.162,4.9,0.3,NA,NA,NA,NA,NA,0.318,NA,"28.2%","63.9%","46.5%","59.6%","85.9%","78.1%","51.3%",22.7,2021-06-07,4962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2017","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5%","21.6%",0.39,0.255,0.324,0.426,0.75,0.171,5,0.3,NA,NA,NA,NA,NA,0.321,NA,"26.3%","65.5%","46.5%","58.6%","84.6%","77.5%","51.3%",NA,2021-06-07,4962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2018","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5%","22.3%",0.38,0.248,0.318,0.409,0.728,0.161,5,0.296,NA,NA,NA,NA,NA,0.315,NA,"26.9%","65.3%","46.6%","57.0%","84.7%","76.9%","51.2%",NA,2021-06-07,4962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.5%","23.0%",0.37,0.252,0.323,0.435,0.758,0.183,5,0.298,NA,NA,NA,NA,NA,0.32,NA,"28.7%","65.7%","47.0%","57.3%","84.6%","76.2%","49.5%",NA,2021-06-07,4962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.2%","23.4%",0.39,0.245,0.322,0.418,0.74,0.173,5.2,0.292,NA,NA,NA,NA,NA,0.32,NA,"27.1%","65.2%","46.0%","55.1%","83.8%","75.2%","49.5%",NA,2021-06-07,4962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021","Average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.9%","24.1%",0.37,0.237,0.312,0.396,0.708,0.159,5.1,0.288,NA,NA,NA,NA,NA,0.309,NA,"26.6%","65.8%","46.7%","54.6%","83.2%","75.2%","51.1%",NA,2021-06-07,4962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2013","Yankees (A-)",13,NA,NA,33,NA,NA,NA,0,15,NA,15,0,52,2,NA,NA,NA,NA,NA,NA,"7.9%","27.4%",NA,NA,NA,NA,NA,NA,NA,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14875,1,2,1.89,9,0,0,0,0,0,47.2,190,10,2,1,9.82,2.83,3.47,0,"19.5%",0.191,1.01,"70.0%",NA,NA,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2013","Yankees (AA)",1,NA,NA,3,NA,NA,NA,0,1,NA,1,0,5,0,NA,NA,NA,NA,NA,NA,"6.3%","31.3%",NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14875,0,0,2.45,1,0,0,0,0,0,3.2,16,1,0,0,12.27,2.45,5,0,"25.0%",0.2,1.09,"75.0%",NA,NA,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2014","Yankees (A)",18,NA,NA,60,NA,NA,NA,4,33,NA,35,0,80,2,NA,NA,NA,NA,NA,NA,"11.0%","25.1%",NA,NA,NA,NA,NA,NA,NA,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14875,5,7,3.1,18,0,0,0,0,0,78.1,319,27,0,0,9.19,4.02,2.29,0.46,"14.1%",0.213,1.21,"70.0%",NA,NA,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2014","Yankees (A+)",9,NA,NA,39,NA,NA,NA,2,22,NA,11,0,36,2,NA,NA,NA,NA,NA,NA,"6.6%","21.4%",NA,NA,NA,NA,NA,NA,NA,0.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14875,5,2,4.81,9,0,0,0,0,0,39.1,168,21,2,1,8.24,2.52,3.27,0.46,"14.9%",0.252,1.27,"61.0%",NA,NA,3.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2015","Yankees (AA)",25,NA,NA,118,NA,NA,NA,7,53,NA,51,0,92,7,NA,NA,NA,NA,NA,NA,"9.2%","16.6%",NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14875,10,7,3.38,24,1,0,0,0,0,130.2,553,49,5,1,6.34,3.51,1.8,0.48,"7.4%",0.238,1.29,"74.0%",NA,NA,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2015","Yankees (AAA)",1,NA,NA,5,NA,NA,NA,1,3,NA,5,0,4,0,NA,NA,NA,NA,NA,NA,"21.7%","17.4%",NA,NA,NA,NA,NA,NA,NA,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14875,0,0,6.23,1,0,0,0,0,0,4.1,23,3,0,0,8.31,10.38,0.8,2.08,"-4.4%",0.278,2.31,"81.4%",NA,NA,7.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2016","Yankees (AA)",27,NA,NA,66,NA,NA,NA,4,34,NA,20,0,70,5,NA,NA,NA,NA,NA,NA,"7.2%","25.1%",NA,NA,NA,NA,NA,NA,NA,0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14875,3,5,3.96,7,0,0,3,3,2,63.2,279,28,1,0,9.9,2.83,3.5,0.57,"17.9%",0.26,1.35,"66.7%",NA,NA,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2017","Yankees (AA)",1,NA,NA,1,NA,NA,NA,1,1,NA,3,1,5,0,NA,NA,NA,NA,NA,NA,"27.3%","45.5%",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14875,0,0,3.38,0,0,0,0,0,0,2.2,11,1,0,0,16.88,10.13,1.67,3.38,"18.2%",0.125,1.5,"100.0%",NA,NA,7.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2017","Yankees (AAA)",18,NA,NA,75,NA,NA,NA,7,34,NA,28,0,97,4,NA,NA,NA,NA,NA,NA,"7.1%","24.6%",NA,NA,NA,NA,NA,NA,NA,0.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14875,9,1,2.39,17,1,1,0,0,0,98,394,26,2,0,8.91,2.57,3.46,0.64,"17.5%",0.207,1.05,"75.1%",NA,NA,3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2017","Yankees",9,NA,NA,21,NA,NA,NA,4,16,NA,10,1,18,0,NA,NA,NA,NA,NA,NA,"11.6%","20.9%",NA,NA,NA,NA,NA,NA,NA,0.315,NA,NA,NA,NA,NA,NA,NA,"30.7%","68.9%","48.8%","63.6%","77.5%","72.9%","47.4%",NA,2021-06-07,14875,0,1,7.71,2,0,0,0,0,0,18.2,86,16,1,0,8.68,4.82,1.8,1.93,"9.3%",0.276,1.66,"59.1%",177,125,5.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2018","Marlins",16,NA,NA,63,NA,NA,NA,10,36,NA,33,2,88,3,NA,NA,NA,NA,NA,NA,"10.1%","27.0%",NA,NA,NA,NA,NA,NA,NA,0.276,NA,NA,NA,NA,NA,NA,NA,"26.6%","68.2%","47.8%","63.0%","80.5%","75.7%","51.0%",NA,2021-06-07,14875,5,6,4.19,16,0,0,0,0,0,77.1,326,36,0,0,10.24,3.84,2.67,1.16,"16.9%",0.217,1.24,"74.1%",110,101,3.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019","Marlins (AA)",2,NA,NA,7,NA,NA,NA,4,6,NA,2,0,19,1,NA,NA,NA,NA,NA,NA,"5.3%","50.0%",NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14875,0,0,5.79,2,0,0,0,0,0,9.1,38,6,0,0,18.32,1.93,9.5,3.86,"44.7%",0.2,0.96,"90.9%",NA,NA,5.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019","Marlins",28,NA,NA,128,NA,NA,NA,33,82,NA,60,2,168,6,NA,NA,NA,NA,NA,NA,"9.3%","26.0%",NA,NA,NA,NA,NA,NA,NA,0.251,NA,NA,NA,NA,NA,NA,NA,"30.0%","69.5%","49.3%","58.7%","81.5%","74.4%","48.7%",NA,2021-06-07,14875,10,11,4.52,28,0,0,0,0,0,153.1,646,77,6,1,9.86,3.52,2.8,1.94,"16.7%",0.221,1.23,"75.8%",109,119,5.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020","2 Teams",5,NA,NA,6,NA,NA,NA,3,4,NA,12,0,15,0,NA,NA,NA,NA,NA,NA,"20.0%","25.0%",NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,"23.4%","64.8%","42.3%","41.2%","75.9%","65.5%","45.7%",NA,2021-06-07,14875,0,0,2.57,4,0,0,0,0,0,14,60,4,0,0,9.64,7.71,1.25,1.93,"5.0%",0.125,1.29,"100.0%",58,146,6.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020","Marlins",1,NA,NA,1,NA,NA,NA,1,1,NA,6,0,3,0,NA,NA,NA,NA,NA,NA,"40.0%","20.0%",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"21.3%","78.3%","40.0%","40.0%","66.7%","57.1%","32.9%",NA,2021-06-07,14875,0,0,3,1,0,0,0,0,0,3,15,1,0,0,9,18,0.5,3,"-20.0%",0.111,2.33,"100.0%",71,266,11.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020","Diamondbacks",4,NA,NA,5,NA,NA,NA,2,3,NA,6,0,12,0,NA,NA,NA,NA,NA,NA,"13.3%","26.7%",NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,"24.5%","61.6%","43.1%","41.7%","78.7%","68.2%","50.3%",NA,2021-06-07,14875,0,0,2.45,3,0,0,0,0,0,11,45,3,0,0,9.82,4.91,2,1.64,"13.3%",0.128,1,"97.6%",54,113,5.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021","THE BAT",24,NA,NA,123,NA,NA,NA,26,77,NA,56,2,151,6,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,0.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14875,8,9,4.65,24,NA,NA,0,NA,NA,137,588,71,NA,NA,9.88,3.66,2.7,1.73,"",0.241,1.3,"71.8%",NA,NA,4.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021","ATC",27,NA,NA,125,NA,NA,NA,27,79,NA,61,5,152,2,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,0.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14875,8,8,4.62,26,NA,NA,0,0,NA,141,NA,73,NA,NA,9.65,3.86,2.5,1.71,"",0.239,1.31,"72.1%",NA,NA,4.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021","Depth Charts",24,NA,NA,119,NA,NA,NA,24,74,NA,57,NA,137,5,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-07,14875,7,8,4.91,24,NA,NA,0,0,NA,127,NA,69,NA,NA,9.75,4.03,2.42,1.7,"",0.249,1.38,"71.7%",NA,NA,4.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
